,style,beer_name,final_results,url,category
204,FRUIT MEAD,Pinot “Newer” Pyment,"['OG: 1.095', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/pinot-newer-pyment/,Winning-Medal
205,EXPERIMENTAL MEAD,“Aji Panca” Spiced Mead,"['ABV: 15.50%', 'OG: 1.108', 'FG: 1.000']",https://www.homebrewersassociation.org/homebrew-recipe/aji-panca-spiced-mead/,Winning-Medal
206,NEW WORLD CIDER,Alpine Apple Cider,"['ABV: 7.48%', 'OG: 1.055', 'FG: 0.998']",https://www.homebrewersassociation.org/homebrew-recipe/alpine-apple-cider/,Winning-Medal
207,FRUIT CIDER & PERRY,Apple Pie Cider,"['ABV: 10%', 'OG: 1.071', 'FG: 1']",https://www.homebrewersassociation.org/homebrew-recipe/apple-pie-cider/,Winning-Medal
208,AMERICAN LAGER,Joker’s #1 Light Lager,"['ABV: 4.20%', 'IBU: 12', 'SRM: 2']",https://www.homebrewersassociation.org/homebrew-recipe/jokers-1-light-lager/,Winning-Medal
209,HELLES,Old Helen Helles Exportbier,"['ABV: 5.30%', 'IBU: 28', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/old-helen-helles-exportbier/,Winning-Medal
210,GERMAN PILSNER,SunRaker German Pils,"['ABV: 5.10%', 'IBU: 48', 'SRM: 4.1']",https://www.homebrewersassociation.org/homebrew-recipe/sunraker-german-pils/,Winning-Medal
211,AMBER LAGER,Winnebago International Amber Lager,"['ABV: 5.60%', 'IBU: 31', 'SRM: 9.7']",https://www.homebrewersassociation.org/homebrew-recipe/winnebago-international-amber-lager/,Winning-Medal
212,DARK LAGER,May the Schwartz Be With You,"['ABV: 5.30%', 'IBU: 30', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/may-the-schwartz-be-with-you/,Winning-Medal
213,BALTIC PORTER,Odin’s Beard Baltic Porter,"['ABV: 8.70%', 'IBU: 43', 'SRM: 30']",https://www.homebrewersassociation.org/homebrew-recipe/odins-beard-baltic-porter/,Winning-Medal
214,HEFEWEIZEN,Bigfoot’s (D)elight Weissbier,"['ABV: 4.70%', 'IBU: 15', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/bigfoots-delight-weissbier/,Winning-Medal
215,ENGLISH PALE ALE,Craictastic Ordinary Bitter,"['ABV: 3.80%', 'IBU: 33', 'SRM: 8.3']",https://www.homebrewersassociation.org/homebrew-recipe/craictastic-ordinary-bitter/,Winning-Medal
216,AMBER ALE,Iowa Brewers Bevvy Scottish Light,"['ABV: 3.80%', 'IBU: 23', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/iowa-brewers-bevvy-scottish-light/,Winning-Medal
217,AMERICAN PALE ALE,Big Boi’s Booty Sweat American Pale Ale,"['ABV: 6.20%', 'IBU: 60', 'SRM: 6.5']",https://www.homebrewersassociation.org/homebrew-recipe/big-bois-booty-sweat-american-pale-ale/,Winning-Medal
218,AMBER ALE,Possibility and Promise Pacific Amber,"['ABV: 6.10%', 'IBU: 35', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/possibility-and-promise-pacific-amber/,Winning-Medal
219,ENGLISH PORTER,Sket English Porter,"['ABV: 4.70%', 'IBU: 30', 'SRM: 29']",https://www.homebrewersassociation.org/homebrew-recipe/sket-english-porter/,Winning-Medal
220,OATMEAL STOUT,Sticky Faucet Oatmeal Milk Stout,"['ABV: 5.50%', 'IBU: 40', 'SRM: 40']",https://www.homebrewersassociation.org/homebrew-recipe/sticky-faucet-oatmeal-milk-stout/,Winning-Medal
221,AMERICAN PORTER,Mid-Sember Knight’s Dream American Porter,"['ABV: 6%', 'IBU: 27', 'SRM: 38']",https://www.homebrewersassociation.org/homebrew-recipe/mid-sember-knights-dream-american-porter/,Winning-Medal
222,IMPERIAL STOUT,Four Tsarinas and Two Tsarovich’s Imperial Stout,"['ABV: 10.80%', 'IBU: 100', 'SRM: 80']",https://www.homebrewersassociation.org/homebrew-recipe/four-tsarinas-and-two-tsarovichs-imperial-stout/,Winning-Medal
223,AMERICAN IPA,Idaho Is One Giant Park IPA,"['ABV: 7.20%', 'IBU: 72', 'SRM: 5.2']",https://www.homebrewersassociation.org/homebrew-recipe/idaho-is-one-giant-park-ipa/,Winning-Medal
224,BELGIAN ALE,Summer Cloud Belgian IPA,"['ABV: 6%', 'IBU: 60', 'SRM: 5.6']",https://www.homebrewersassociation.org/homebrew-recipe/summer-cloud-belgian-ipa/,Winning-Medal
225,OLD ALE,Knauf’s Old Ale #46,"['ABV: 9.10%', 'IBU: 40', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/knaufs-old-ale-46/,Winning-Medal
226,BELGIAN ALE,Birra Corina Saison,"['ABV: 4.60%', 'IBU: 31', 'SRM: 3.7']",https://www.homebrewersassociation.org/homebrew-recipe/birra-corina-saison/,Winning-Medal
227,BELGIAN ALE,Four the Win (FTW) Belgian Dark Strong,"['ABV: 9%', 'IBU: 32', 'SRM: 25']",https://www.homebrewersassociation.org/homebrew-recipe/four-the-win-ftw-belgian-dark-strong/,Winning-Medal
228,AMERICAN LAGER,Kein Bier Light Lager,"['ABV: 3.80%', 'IBU: 13', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/kein-bier-light-lager/,Winning-Medal
229,HELLES,What The Helles!,"['ABV: 5.80%', 'IBU: 25.4', 'SRM: 5.1']",https://www.homebrewersassociation.org/homebrew-recipe/what-the-helles/,Winning-Medal
230,HELLES,7k Czech Pale Lager,"['ABV: 5%', 'IBU: 45', 'SRM: 3.6']",https://www.homebrewersassociation.org/homebrew-recipe/7k-czech-pale-lager/,Winning-Medal
231,AMBER LAGER,Chris & Ryan’s Oktoberfest,"['ABV: 5.30%', 'IBU: 21', 'SRM: 7.5']",https://www.homebrewersassociation.org/homebrew-recipe/chris-ryans-oktoberfest/,Winning-Medal
232,DARK LAGER,Darkness Imprisoning Me Lager,"['ABV: 5.50%', 'IBU: 17', 'SRM: 20.4']",https://www.homebrewersassociation.org/homebrew-recipe/darkness-imprisoning-me-lager/,Winning-Medal
233,BOCK,Chew Bock-A Doppelbock,"['ABV: 8.90%', 'IBU: 24', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/chew-bock-a-doppelbock/,Winning-Medal
234,HEFEWEIZEN,Spicy Nana Weissbier,"['ABV: 5%', 'IBU: 13', 'SRM: 3.4']",https://www.homebrewersassociation.org/homebrew-recipe/spicy-nana-weissbier/,Winning-Medal
235,GOLDEN ALE,“Now That’s A Knife” Australian Sparking Ale,"['ABV: 5.30%', 'IBU: 33', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/now-thats-a-knife-australian-sparking-ale/,Winning-Medal
236,AMBER ALE,Scarlett O’Hara Irish Red Ale,"['ABV: 5.10%', 'IBU: 19', 'SRM: 14.6']",https://www.homebrewersassociation.org/homebrew-recipe/scarlett-ohara-irish-red-ale/,Winning-Medal
237,AMERICAN PALE ALE,Lee’s American Pale Ale,"['ABV: 5.70%', 'IBU: 60', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/lees-american-pale-ale/,Winning-Medal
238,AMERICAN BROWN ALE,Cookie Dough Brown Ale,"['ABV: 7.70%', 'IBU: 38', 'SRM: 25']",https://www.homebrewersassociation.org/homebrew-recipe/cookie-dough-brown-ale/,Winning-Medal
239,FOREIGN / TROPICAL STOUT,“Cat Scratch Cali” Tropical Stout,"['ABV: 7%', 'IBU: 42.1', 'FG: 1.038']",https://www.homebrewersassociation.org/homebrew-recipe/cat-scratch-cali-tropical-stout/,Winning-Medal
240,AMERICAN IPA,Hop Burst IPA,"['ABV: 7%', 'IBU: 74', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/hop-burst-ipa/,Winning-Medal
241,IMPERIAL STOUT,Star Maker Imperial Stout,"['ABV: 13.60%', 'IBU: 72', 'SRM: 70.2']",https://www.homebrewersassociation.org/homebrew-recipe/star-maker-imperial-stout/,Winning-Medal
242,IMPERIAL / DOUBLE IPA,Mendel’s Monster Double IPA,"['ABV: 8.20%', 'IBU: 164.7', 'SRM: 4.6']",https://www.homebrewersassociation.org/homebrew-recipe/mendels-monster-double-ipa/,Winning-Medal
243,BELGIAN ALE,Abbey Saison,"['ABV: 7.10%', 'IBU: 24', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/abbey-saison/,Winning-Medal
244,BELGIAN ALE,Neu Haus Belgian Dark Strong Ale,"['ABV: 11.50%', 'IBU: 33', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/neu-haus-belgian-dark-strong-ale/,Winning-Medal
245,BERLINER WEISSE,Cherry Weisse,"['ABV: 4.80%', 'IBU: 2', 'SRM: 3.4']",https://www.homebrewersassociation.org/homebrew-recipe/cherry-weisse/,Winning-Medal
246,HELLES,Smoked Helles,"['ABV: 5.60%', 'IBU: 21', 'SRM: 3.5']",https://www.homebrewersassociation.org/homebrew-recipe/smoked-helles/,Winning-Medal
247,FARMHOUSE BEER,Jazz Flute Norwegian Kveik Farmhouse,"['ABV: 7.10%', 'IBU: 33', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/jazz-flute-norwegian-kveik-farmhouse/,Winning-Medal
248,STANDARD MEAD,Buckwheat Mead,"['ABV: 13.80%', 'OG: 1.141', 'FG: 1.03']",https://www.homebrewersassociation.org/homebrew-recipe/buckwheat-mead/,Winning-Medal
249,CYSER / APPLE MEAD,"“Yeah, It’s Dumb. So What?” Cyser","['ABV: 9%', 'OG: 1.068', 'FG: 0.998']",https://www.homebrewersassociation.org/homebrew-recipe/yeah-its-dumb-so-what-cyser/,Winning-Medal
250,EXPERIMENTAL MEAD,Pepper Mead,"['ABV: 14%', 'OG: 1.135', 'FG: 1.031']",https://www.homebrewersassociation.org/homebrew-recipe/pepper-mead/,Winning-Medal
251,FRUIT CIDER & PERRY,Plum Crazy Cider,"['ABV: 8.20%', 'SRM: 18', 'OG: 1.067']",https://www.homebrewersassociation.org/homebrew-recipe/plum-crazy-cider/,Winning-Medal
252,CREAM ALE,BlytheStone Light Cream Ale,"['ABV: 5.50%', 'IBU: 12.8', 'SRM: 3.6']",https://www.homebrewersassociation.org/homebrew-recipe/blythestone-light-cream-ale/,Winning-Medal
253,HELLES,Ryan’s Pale Lager,"['ABV: 6.20%', 'IBU: 22.7', 'SRM: 3.8']",https://www.homebrewersassociation.org/homebrew-recipe/ryans-pale-lager/,Winning-Medal
254,GERMAN PILSNER,Robert’s German Pils,"['ABV: 4.70%', 'IBU: 48', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/roberts-german-pils/,Winning-Medal
255,AMBER LAGER,Don’t Mess With Snickers Vienna Lager,"['ABV: 5.60%', 'IBU: 28.1', 'SRM: 10.5']",https://www.homebrewersassociation.org/homebrew-recipe/dont-mess-with-snickers-vienna-lager/,Winning-Medal
256,DARK LAGER,Jonathan’s Schwarzbier,"['ABV: 5%', 'IBU: 25', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/jonathans-schwarzbier/,Winning-Medal
257,BOCK,HBock Helles Bock,"['ABV: 7.70%', 'IBU: 32.5', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/hbock-helles-bock/,Winning-Medal
258,HEFEWEIZEN,The Bizarro Jerry Weissbier,"['IBU: 12.3', 'SRM: 4.8', 'OG: 1.05']",https://www.homebrewersassociation.org/homebrew-recipe/the-bizarro-jerry-weissbier/,Winning-Medal
259,ENGLISH PALE ALE,More Special Strong Bitter,"['ABV: 5.50%', 'IBU: 38.8', 'SRM: 12.5']",https://www.homebrewersassociation.org/homebrew-recipe/more-special-strong-bitter/,Winning-Medal
260,AMERICAN PALE ALE,Lost Art American Pale Ale,"['ABV: 6.20%', 'IBU: 40', 'SRM: 5.5']",https://www.homebrewersassociation.org/homebrew-recipe/lost-art-american-pale-ale/,Winning-Medal
261,AMBER LAGER,The Goatsman Kentucky Common,"['ABV: 4.50%', 'IBU: 28', 'SRM: 11.1']",https://www.homebrewersassociation.org/homebrew-recipe/the-goatsman-kentucky-common/,Winning-Medal
262,ENGLISH PORTER,Candies Wit English Porter,"['ABV: 6.30%', 'IBU: 24', 'SRM: 33']",https://www.homebrewersassociation.org/homebrew-recipe/candies-wit-english-porter/,Winning-Medal
263,IMPERIAL STOUT,Shadow Monster Imperial Stout,"['ABV: 10.70%', 'IBU: 81', 'SRM: 53.5']",https://www.homebrewersassociation.org/homebrew-recipe/shadow-monster-imperial-stout/,Winning-Medal
264,AMERICAN IPA,Black Out IPA,"['ABV: 6.70%', 'OG: 1.068', 'FG: 1.017']",https://www.homebrewersassociation.org/homebrew-recipe/black-out-ipa/,Winning-Medal
265,BARLEYWINE,The Gunner’s Dream American Barleywine,"['ABV: 11.55%', 'IBU: 99', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/the-gunners-dream-american-barleywine/,Winning-Medal
266,BARLEYWINE,BarleyQuad English Barleywine,"['ABV: 12%', 'IBU: 37', 'SRM: 20']",https://www.homebrewersassociation.org/homebrew-recipe/barleyquad-english-barleywine/,Winning-Medal
267,BIÈRE DE GARDE,Red Keep Biere de Garde,"['ABV: 6.90%', 'IBU: 19', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/red-keep-biere-de-garde/,Winning-Medal
268,BELGIAN ALE,Mmm Quad,"['ABV: 8.80%', 'IBU: 23.2', 'SRM: 20.4']",https://www.homebrewersassociation.org/homebrew-recipe/mmm-quad/,Winning-Medal
269,SPICE & HERB BEER,Miss Mo’s Chocolate Raspberry Milk Stout,"['ABV: 6%', 'IBU: 38', 'SRM: 35']",https://www.homebrewersassociation.org/homebrew-recipe/miss-mos-chocolate-raspberry-milk-stout/,Winning-Medal
270,FRUIT BEER,Ass Kicking Cream Ale (Tequila-aged Lime/Jalapeno Ale),"['ABV: 6.40%', 'IBU: 20.1', 'SRM: 3.5']",https://www.homebrewersassociation.org/homebrew-recipe/ass-kicking-cream-ale-tequila-aged-lime-jalapeno-ale/,Winning-Medal
271,IMPERIAL STOUT,Wooden Bridge Barrel-aged Imperial Stout,"['ABV: 9.70%', 'IBU: 64', 'SRM: 50']",https://www.homebrewersassociation.org/homebrew-recipe/wooden-bridge/,Winning-Medal
272,WILD ALE,Dregs Of The Loon Wild Ale,"['ABV: 6.20%', 'IBU: 5', 'SRM: 25']",https://www.homebrewersassociation.org/homebrew-recipe/dregs-of-the-loon-wild-ale/,Winning-Medal
273,BOCK,Mike’s Rye Weizenbock,"['ABV: 6.70%', 'IBU: 26', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/mikes-rye-weizenbock/,Winning-Medal
274,STANDARD MEAD,Fogweaver Traditional Mead,"['ABV: 4.59%', 'SRM: 2', 'OG: 1.079']",https://www.homebrewersassociation.org/homebrew-recipe/fogweaver-traditional-mead/,Winning-Medal
275,FRUIT MEAD,Purple Power Cherry & Black Currant Melomel,"['ABV: 15%', 'OG: 1.160', 'FG: 1.040']",https://www.homebrewersassociation.org/homebrew-recipe/purple-power-cherry-black-currant-melomel/,Winning-Medal
276,NEW ENGLAND CIDER,Road Trip Hard Cider,['OG: Varies'],https://www.homebrewersassociation.org/homebrew-recipe/road-trip-hard-cider/,Winning-Medal
277,NEW ENGLAND CIDER,Jeremy’s New England Cider,"['ABV: 7.90%', 'OG: 1.07', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/new-england-cider/,Winning-Medal
278,AMERICAN IPA,Daniel’s American IPA,"['ABV: 6%', 'IBU: 200', 'SRM: 5.5']",https://www.homebrewersassociation.org/homebrew-recipe/daniels-american-ipa/,Winning-Medal
279,AMERICAN LAGER,John’s American Lager,"['ABV: 4.70%', 'IBU: 13', 'SRM: 2-3']",https://www.homebrewersassociation.org/homebrew-recipe/johns-american-lager/,Winning-Medal
280,AMERICAN LAGER,Hayden’s Lager,"['ABV: 5.10%', 'IBU: 21', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/haydens-lager/,Winning-Medal
281,GERMAN PILSNER,Kyle’s Bavarian Pils,"['ABV: 5.40%', 'IBU: 23-25', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/kyles-bavarian-pils/,Winning-Medal
282,AMBER LAGER,Lovelace Vienna Lager,"['ABV: 5.20%', 'IBU: 31', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/lovelace-vienna-lager/,Winning-Medal
283,DARK LAGER,Dark Rhine Schwarzbier,"['ABV: 4.90%', 'IBU: 25', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/dark-rhine-schwarzbier/,Winning-Medal
284,BOCK,Aurora Helles Bock,"['ABV: 7%', 'IBU: 24', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/aurora-helles-bock/,Winning-Medal
285,ROGGENBIER,Roger That Roggenbier,"['ABV: 6%', 'IBU: 17', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/roger-that-roggenbier/,Winning-Medal
286,ENGLISH PALE ALE,Lou’s Best ESB,"['ABV: 5%', 'IBU: 41', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/lous-best-esb/,Winning-Medal
287,AMBER ALE,Stewpid Propino Scottish Ale,"['ABV: 3.30%', 'IBU: 17', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/stewpid-propino-scottish-ale/,Winning-Medal
288,AMERICAN PALE ALE,Alabama Hopslammer American Pale Ale,"['ABV: 5.60%', 'IBU: 45', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/alabama-hopslammer-american-pale-ale/,Winning-Medal
289,AMBER LAGER,Wood St. Common,"['ABV: 4.70%', 'IBU: 37', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/wood-st-common/,Winning-Medal
290,BROWN ALE,Hey Man Dark Mild,"['ABV: 4.70%', 'IBU: 26', 'SRM: 29']",https://www.homebrewersassociation.org/homebrew-recipe/hey-man-dark-mild/,Winning-Medal
291,OATMEAL STOUT,Beerwreckdus Oatmeal Stout,"['ABV: 7.20%', 'IBU: 30.5', 'SRM: 49']",https://www.homebrewersassociation.org/homebrew-recipe/beerwreckdus-oatmeal-stout/,Winning-Medal
292,PORTER,George and Aaron’s Pre-Prohibition Porter,"['ABV: 5.60%', 'IBU: 25', 'SRM: 31']",https://www.homebrewersassociation.org/homebrew-recipe/george-and-aarons-pre-prohibition-porter/,Winning-Medal
293,IMPERIAL STOUT,Han Solo Shot First Imperial Stout,"['ABV: 8.50%', 'IBU: 64', 'SRM: 57.4']",https://www.homebrewersassociation.org/homebrew-recipe/han-solo-shot-first-imperial-stout/,Winning-Medal
294,AMERICAN IPA,TOF Joe IPA,"['ABV: 6.70%', 'IBU: 70', 'SRM: 4.6']",https://www.homebrewersassociation.org/homebrew-recipe/tof-joe-ipa/,Winning-Medal
295,AMERICAN IPA,Nuclear Winter White IPA,"['ABV: 4.60%', 'IBU: 55', 'SRM: 4.5']",https://www.homebrewersassociation.org/homebrew-recipe/nuclear-winter-white-ipa/,Winning-Medal
296,IMPERIAL / DOUBLE IPA,Suicide Mission Double IPA,"['ABV: 7.50%', 'IBU: 68', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/suicide-mission-double-ipa/,Winning-Medal
297,BARLEYWINE,Don’t Swallow the Cap Barleywine,"['ABV: 10.50%', 'IBU: 38', 'SRM: 22']",https://www.homebrewersassociation.org/homebrew-recipe/dont-swallow-the-cap-barleywine/,Winning-Medal
298,BELGIAN ALE,Paul and Nick’s Saison,"['ABV: 4.70%', 'IBU: 27', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/paul-and-nicks-saison/,Winning-Medal
299,BELGIAN ALE,Brunchmaster 2000 Witbier,"['ABV: 5%', 'IBU: 18', 'SRM: 3-4']",https://www.homebrewersassociation.org/homebrew-recipe/brunchmaster-2000-witbier/,Winning-Medal
300,BELGIAN ALE,Golden Diablo Belgian Strong Ale,"['ABV: 7.80%', 'IBU: 32', 'SRM: 2.8']",https://www.homebrewersassociation.org/homebrew-recipe/golden-diablo-belgian-strong-ale/,Winning-Medal
301,GUEUZE,Cuvee 863 Gueuze,"['ABV: 5.20%', 'IBU: 2', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/cuvee-863-gueuze/,Winning-Medal
302,BERLINER WEISSE,Das Pash Berliner Weisse,"['ABV: 4.30%', 'IBU: 20', 'SRM: 3.5']",https://www.homebrewersassociation.org/homebrew-recipe/das-pash-berliner-weisse/,Winning-Medal
303,SPICE & HERB BEER,Dr. Mantis Toboggan Winter Seasonal,"['ABV: 7.90%', 'IBU: 25', 'SRM: 14']",https://www.homebrewersassociation.org/homebrew-recipe/dr-mantis-toboggan-winter-seasonal/,Winning-Medal
304,BARLEYWINE,Death Spiral Barrel-aged Barleywine,"['ABV: 12%', 'IBU: 75', 'SRM: 22']",https://www.homebrewersassociation.org/homebrew-recipe/death-spiral-barrel-aged-barleywine/,Winning-Medal
305,AMBER ALE,Scottish Crème Brulee Ale,"['ABV: 7.10%', 'IBU: 21', 'SRM: 16']",https://www.homebrewersassociation.org/homebrew-recipe/scottish-creme-brulee-ale/,Winning-Medal
306,SOUR ALE,Blue Barrel Sour,"['ABV: 5.50%', 'IBU: 10', 'SRM: 4.2']",https://www.homebrewersassociation.org/homebrew-recipe/blue-barrel-sour/,Winning-Medal
307,SEMI-SWEET MEAD,Champagne De Guimauve Mead,"['ABV: 11%', 'SRM: 3', 'OG: 1.084 (20.3° P)']",https://www.homebrewersassociation.org/homebrew-recipe/champagne-de-guimauve-mead/,Winning-Medal
308,FRUIT MEAD,Scott’s Cherry Mead,"['ABV: 14.70%', 'OG: 1.158 (35.8° P)', 'FG: 1.046 (11.5° P)']",https://www.homebrewersassociation.org/homebrew-recipe/scotts-cherry-mead/,Winning-Medal
309,HISTORICAL MEAD,Ode to Jadwiga Mead,"['ABV: 16%', 'OG: 1.212 (17.3° P)', 'FG: 1.090 (21.5° P)']",https://www.homebrewersassociation.org/homebrew-recipe/ode-to-jadwiga-mead/,Winning-Medal
310,STANDARD CIDER & PERRY,Windfall Cider,"['ABV: 5.80%', 'SRM: 3.5', 'OG: 1.046 (11.5° P)']",https://www.homebrewersassociation.org/homebrew-recipe/windfall-cider/,Winning-Medal
311,ICE CIDER,Nathan’s 2016 Ice Cider,"['ABV: 10%', 'OG: 1.130 (30.3° P)', 'FG: 1.055 (13.5° P)']",https://www.homebrewersassociation.org/homebrew-recipe/nathans-2016-ice-cider/,Winning-Medal
312,NEW ENGLAND CIDER,Bobbing for Medals,"['OG: 1.091', 'FG: 1.007']",https://www.homebrewersassociation.org/homebrew-recipe/bobbing-for-medals/,Winning-Medal
313,IPA,Toasted Coconut Black IPA,"['OG: 1.077', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/toasted-coconut-black-ipa/,Winning-Medal
314,IMPERIAL / DOUBLE IPA,Double IPA,"['OG: 1.075', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/double-ipa/,Winning-Medal
315,AMERICAN PALE ALE,Flatbed Pale Ale,"['OG: 1.057', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/flatbed-pale-ale/,Winning-Medal
316,AMERICAN LAGER,Phil’s Lager,"['ABV: 3.90%', 'OG: 1.035', 'FG: 1.005']",https://www.homebrewersassociation.org/homebrew-recipe/phils-lager/,Winning-Medal
317,STANDARD CIDER & PERRY,Westside Traditional,"['OG: 1.052', 'FG: 0.0998']",https://www.homebrewersassociation.org/homebrew-recipe/westside-traditional/,Winning-Medal
318,FRUIT BEER,Razzhole Sour,"['OG: 1.052', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/razzhole-sour/,Winning-Medal
319,AMERICAN IPA,Sunsphere IPA,"['OG: 1.057', 'FG: 1.009']",https://www.homebrewersassociation.org/homebrew-recipe/sunsphere-ipa/,Winning-Medal
320,AMBER ALE,Scottish Light,"['OG: 1.043', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/scottish-light/,Winning-Medal
321,EXPERIMENTAL MEAD,An Uncommon Disaster,"['OG: 1.130', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/an-uncommon-disaster/,Winning-Medal
322,BARLEYWINE,Mister Mayhem,"['OG: 1.112', 'FG: 1.024']",https://www.homebrewersassociation.org/homebrew-recipe/mister-mayhem/,Winning-Medal
323,IMPERIAL STOUT,Session RIS,"['OG: 1.077', 'FG: 1.029']",https://www.homebrewersassociation.org/homebrew-recipe/session-ris/,Winning-Medal
